gene local.h2 local.se global.h2 global.se
N4BP2 0.044676 0.021311 0.000001 0.358880
RAD51 0.036071 0.019668 0.000001 0.447960
CDV3 0.049329 0.022958 0.389845 0.356531
SCUBE3 0.048536 0.020245 0.648308 0.374088
C3orf33 0.035828 0.021229 0.000001 0.457857
ZNF673 0.035828 0.021229 0.000001 0.457857
ELOVL5 0.034489 0.023898 0.000001 0.457558
RIN3 0.048790 0.024087 0.493358 0.383285
CYP51A1 0.039874 0.018207 0.000001 0.401099
EIF3L 0.046257 0.023669 0.000001 0.362136
UBE2E1 0.041877 0.022456 0.000001 0.384646
EDEM3 0.039733 0.021468 0.000001 0.397845
KL 0.046040 0.021760 0.000001 0.376952
INMT 0.046040 0.021760 0.000001 0.376952
CAMK2N1 0.042441 0.023952 0.000001 0.410302
RTEL1 0.049920 0.023843 0.320113 0.350506
DHRS7 0.048598 0.024697 0.039945 0.355122
OPTN 0.048598 0.024697 0.039945 0.355122
HDX 0.048598 0.024697 0.039945 0.355122
ANKIB1 0.042145 0.022952 0.000001 0.412188
DHRS4L2 0.048785 0.026981 0.072837 0.350435
FAM172A 0.037196 0.023020 0.000001 0.451297
C14orf119 0.042680 0.028094 0.000001 0.397557
QRSL1 0.048545 0.022519 0.005139 0.351807
CCDC22 0.048545 0.022519 0.005139 0.351807
KCTD9 0.041521 0.023076 0.000001 0.397319
MCCC2 0.048504 0.022063 0.086551 0.365426
HIST1H1C 0.045871 0.024313 0.000001 0.349973
ZNF345 0.037070 0.023343 0.000001 0.448778
C9orf41 0.041394 0.022749 0.000001 0.399105
VAMP8 0.047734 0.023160 0.067048 0.363570
FBXO6 0.047544 0.024619 0.118667 0.346427
DTX1 0.039913 0.022273 0.000001 0.414608
RABL2A 0.053327 0.024627 0.647575 0.351389
NOV 0.048478 0.023046 0.118362 0.366000
KIAA1191 0.039917 0.022970 0.000001 0.431058
CPSF4 0.042553 0.022348 0.000001 0.362550
B2M 0.038264 0.024240 0.000001 0.407984
DNAJC1 0.039347 0.021437 0.000001 0.395852
C12orf53 0.047903 0.024151 0.081737 0.360896
PRKCQ 0.046049 0.027877 0.000001 0.368825
FAM50A 0.046049 0.027877 0.000001 0.368825
ABHD1 0.048227 0.023737 0.077494 0.363238
HTR7 0.045159 0.025354 0.000001 0.368607
SAR1A 0.045159 0.025354 0.000001 0.368607
PPWD1 0.044961 0.020377 0.000001 0.376287
CTR9 0.049617 0.025473 0.328581 0.357784
SYN3 0.047853 0.024466 0.611156 0.361557
NADSYN1 0.043818 0.022091 0.000001 0.331644
TCERG1 0.048264 0.023712 0.141326 0.350020
NLGN2 0.038487 0.024192 0.000001 0.416072
SLC10A7 0.044097 0.025338 0.000001 0.383586
SUMO3 0.044097 0.025338 0.000001 0.383586
RGS18 0.040990 0.019682 0.000001 0.383170
TOR2A 0.039255 0.021782 0.000001 0.411116
MLL4 0.049161 0.021790 0.570330 0.363103
VWA5B2 0.042741 0.024055 0.000001 0.357618
PPARA 0.037612 0.025842 0.000001 0.418927
GIT2 0.047658 0.020276 0.080189 0.325628
SPINT1 0.044216 0.022183 0.000001 0.399563
ZNF385D 0.047790 0.025016 0.162065 0.365059
ARFRP1 0.036033 0.025351 0.000001 0.427519
ZNF844 0.042762 0.021843 0.000001 0.380665
CPSF3L 0.044338 0.020796 0.000001 0.359824
ATP6V1D 0.033738 0.014143 0.000001 0.351674
RCC2 0.011759 0.012945 0.000001 0.355650
CMC1 0.045288 0.021978 0.000001 0.360812
CCNE2 0.039382 0.020990 0.000001 0.397987
TERF1 0.041184 0.023055 0.000001 0.392854
FAM63B 0.046231 0.024850 0.245613 0.363712
ALDH6A1 0.038041 0.019239 0.000001 0.430098
USO1 0.048146 0.022094 0.767572 0.365811
HIPK4 0.044191 0.022111 0.000001 0.351218
SACS 0.048311 0.023260 0.235445 0.362265
PPID 0.038402 0.020776 0.000001 0.423006
EIF5A2 0.043037 0.021327 0.000001 0.381303
TP53INP1 0.047612 0.020643 0.202357 0.355384
C5orf28 0.048667 0.023721 0.319706 0.371870
LPCAT3 0.048058 0.024354 0.648209 0.374983
TXNL1 0.041852 0.023577 0.000001 0.367662
ZNF816 0.046690 0.026036 0.869629 0.367543
ACACA 0.036097 0.021765 0.000001 0.467921
BTD 0.040915 0.024101 0.000001 0.392798
SMAD3 0.033897 0.020169 0.000001 0.365514
ASGR1 0.043725 0.023536 0.000001 0.387373
SLC9A9 0.045203 0.022426 0.000001 0.386947
S100A11 0.047295 0.023441 0.152446 0.360186
EFHC2 0.047295 0.023441 0.152446 0.360186
ZNF678 0.045096 0.019823 0.498483 0.338085
ZNF202 0.045096 0.019823 0.498483 0.338085
CTTNBP2 0.049366 0.023389 0.535917 0.388032
ESCO2 0.039154 0.023543 0.000001 0.385368
SUSD5 0.048951 0.022731 0.388590 0.369577
DNAJC3 0.049023 0.021556 0.495890 0.361086
SFSWAP 0.032222 0.025708 0.000001 0.502486
GGCT 0.039640 0.022324 0.000001 0.399440
C12orf57 0.044238 0.022228 0.000001 0.363970
GAS2L2 0.047127 0.021866 0.218319 0.355353
PECR 0.040983 0.024494 0.000001 0.400537
BAHD1 0.049182 0.022812 0.496310 0.361240
AKR7A3 0.045183 0.024177 0.283503 0.378291
C17orf96 0.033664 0.026191 0.000001 0.410449
ATG13 0.047547 0.022789 0.348656 0.364575
FLRT1 0.047547 0.022789 0.348656 0.364575
TMEM167A 0.030802 0.016066 0.000001 0.365630
RPUSD4 0.039724 0.023649 0.000001 0.386318
MESDC2 0.039724 0.023649 0.000001 0.386318
CLSTN1 0.039696 0.025215 0.000001 0.380820
CGGBP1 0.047372 0.022616 0.081914 0.353545
S100A8 0.035298 0.022888 0.000001 0.454966
WSCD2 0.037893 0.023182 0.000001 0.420754
AKT1S1 0.046230 0.024113 0.126805 0.380492
PKN1 0.047087 0.025411 0.024567 0.379389
CAPN7 0.045195 0.024502 0.422108 0.376271
H3F3B 0.037334 0.022684 0.000001 0.431141
DUSP5 0.047240 0.022367 0.142198 0.338910
ENO3 0.045121 0.023700 0.412191 0.356592
DAB1 0.039289 0.024457 0.000001 0.422622
MYLK3 0.043617 0.022094 0.000001 0.376902
EVC 0.040852 0.027931 0.000001 0.389046
CDC42EP4 0.051045 0.027271 0.439347 0.361898
TRIM62 0.041679 0.024563 0.000001 0.383348
FAM98C 0.046014 0.022262 0.361985 0.332787
MAPKAPK2 0.046985 0.022446 0.344177 0.378977
PSME4 0.032702 0.023057 0.000001 0.418752
MXI1 0.040199 0.021737 0.000001 0.394308
RBM42 0.047440 0.023210 0.279299 0.342972
MMP28 0.046822 0.020188 0.254693 0.369983
BMPR1A 0.005192 0.007457 0.000001 0.370563
ZNF229 0.036401 0.024421 0.000001 0.416510
ACAD11 0.036401 0.024421 0.000001 0.416510
SHISA7 0.036335 0.027931 0.000001 0.413621
MARCH3 0.045348 0.020496 0.441498 0.336129
RAB24 0.045348 0.020496 0.441498 0.336129
DPPA4 0.036425 0.025600 0.000001 0.405131
ATN1 0.047243 0.024163 0.057162 0.335007
JHDM1D 0.047027 0.021935 0.137634 0.350581
ZNF670 0.035631 0.017973 0.000001 0.363774
DYNC1I1 0.045962 0.022506 0.415713 0.369268
MLYCD 0.037828 0.030110 0.000001 0.412324
EZR 0.039325 0.021974 0.000001 0.411639
PHF17 0.046771 0.021184 0.028320 0.354997
AXL 0.045357 0.023206 0.550935 0.366430
ARL6IP4 0.046610 0.019970 0.007878 0.341082
KLHL29 0.046662 0.021407 0.246181 0.343906
KRI1 0.046662 0.021407 0.246181 0.343906
C17orf81 0.046662 0.021407 0.246181 0.343906
RNFT2 0.046144 0.024517 0.151596 0.349225
EMP1 0.043577 0.023847 0.375049 0.368295
HBS1L 0.042436 0.021700 0.000001 0.386837
RPP38 0.044581 0.021902 0.333748 0.363045
EID2 0.044581 0.021902 0.333748 0.363045
SOBP 0.047307 0.022653 0.329714 0.352131
CRHBP 0.033465 0.027264 0.000001 0.465896
SMARCD3 0.045924 0.023444 0.139345 0.357427
ATMIN 0.045924 0.023444 0.139345 0.357427
DPF3 0.040724 0.022869 0.000001 0.386280
ALG11 0.041470 0.019765 0.000001 0.363726
NCOA1 0.041470 0.019765 0.000001 0.363726
MYC 0.037868 0.024927 0.000001 0.400233
KATNAL1 0.046530 0.025421 0.055724 0.352629
DENND4B 0.046335 0.023624 0.020706 0.351874
TMEM160 0.040536 0.023420 0.000001 0.394094
WDR3 0.004023 0.006177 0.000001 0.357739
SLC25A46 0.044150 0.020401 0.000001 0.376222
CCDC65 0.033465 0.020672 0.000001 0.429979
NKIRAS1 0.045723 0.021417 0.079797 0.353227
PLCH1 0.046112 0.021609 0.032961 0.359497
EYS 0.042377 0.019626 0.000001 0.392607
COG2 0.045488 0.022569 0.102655 0.345021
GPR18 0.035416 0.023510 0.000001 0.403145
MBD2 0.041857 0.025097 0.000001 0.367401
TSPO2 0.037920 0.022598 0.000001 0.417807
CRISP2 0.046007 0.020771 0.007927 0.320747
AVIL 0.042020 0.019948 0.000001 0.366994
RUNDC3B 0.041565 0.023079 0.000001 0.377255
IL6 0.038838 0.024156 0.000001 0.409999
SDC4 0.041261 0.025854 0.000001 0.365899
ZNF610 0.036764 0.025553 0.000001 0.430657
GNAQ 0.045940 0.020492 0.643821 0.363309
XPNPEP2 0.045940 0.020492 0.643821 0.363309
C22orf28 0.045657 0.023413 0.227638 0.362638
OVCH1 0.045657 0.023413 0.227638 0.362638
TMEM65 0.040099 0.022388 0.000001 0.394772
NPL 0.045788 0.023898 0.082128 0.363899
SLPI 0.046687 0.023332 0.355577 0.382658
PSD 0.038674 0.022065 0.000001 0.388878
STK4 0.045468 0.024693 0.429822 0.360506
GPAT2 0.033440 0.021510 0.000001 0.436085
BBX 0.037693 0.021141 0.000001 0.423537
ZNF691 0.038593 0.023133 0.000001 0.358145
NFAT5 0.037904 0.021939 0.000001 0.400281
CLPB 0.028205 0.017352 0.000001 0.336044
CHRM5 0.028205 0.017352 0.000001 0.336044
SPHK2 0.036926 0.021655 0.000001 0.434856
PNMT 0.039145 0.020323 0.000001 0.378809
GIF 0.016999 0.012525 0.000001 0.309239
ADNP 0.037056 0.024495 0.000001 0.390726
RRN3 0.047184 0.022721 0.558873 0.352953
HIP1R 0.045265 0.021239 0.333533 0.341678
PRSS3 0.042955 0.022211 0.000001 0.365544
SERP1 0.045718 0.021257 0.568263 0.394947
GPSM2 0.040834 0.019780 0.000001 0.390778
EPT1 0.043097 0.022935 0.000001 0.348040
METAP2 0.039593 0.022892 0.000001 0.403043
TRPC4AP 0.045930 0.025115 0.261904 0.358738
SLC45A1 0.046212 0.024937 0.228267 0.362121
TMBIM1 0.048004 0.024731 0.537712 0.377586
CDH24 0.010678 0.014486 0.000001 0.347087
CHMP7 0.042278 0.025996 0.000001 0.373663
SYBU 0.042278 0.025996 0.000001 0.373663
SAMD4B 0.040239 0.022125 0.000001 0.363218
AGAP1 0.045452 0.024051 0.044441 0.338238
USP45 0.045452 0.024051 0.044441 0.338238
IPO7 0.044449 0.023189 0.301219 0.381331
CSTF3 0.023901 0.014367 0.000001 0.333986
GFI1B 0.042311 0.024753 0.000001 0.362318
ING3 0.040593 0.018919 0.000001 0.351676
AGPAT5 0.045293 0.022866 0.171432 0.358819
TARSL2 0.041595 0.020591 0.000001 0.358219
REV1 0.038259 0.019816 0.000001 0.435454
SOX10 0.040628 0.022006 0.000001 0.378690
BDP1 0.002711 0.005940 0.000001 0.367619
ETV5 0.042531 0.022747 0.000001 0.368505
ZSWIM1 0.036354 0.024498 0.000001 0.395548
C12orf4 0.045169 0.026246 0.037471 0.344913
TNFRSF19 0.035406 0.027416 0.000001 0.467347
PPP2R1A 0.043347 0.024111 0.000001 0.353575
KIR2DL3 0.046661 0.028025 0.289096 0.360678
FBXL5 0.044848 0.021509 0.055940 0.363149
DOCK9 0.043991 0.025004 0.196959 0.376432
EEA1 0.044644 0.022669 0.047680 0.364253
IRF3 0.044469 0.025163 0.107310 0.372001
TLR10 0.039748 0.023390 0.000001 0.389286
RCHY1 0.037952 0.020256 0.000001 0.353186
PBLD 0.037952 0.020256 0.000001 0.353186
ARFIP2 0.044293 0.023147 0.114549 0.379518
KLF3 0.038944 0.023379 0.000001 0.381917
ADD3 0.040766 0.018883 0.000001 0.392304
AIMP1 0.035958 0.021153 0.000001 0.410254
HRASLS 0.043581 0.021971 0.488872 0.397526
TNPO2 0.043913 0.021712 0.000001 0.373248
ADAMTS7 0.040831 0.021928 0.000001 0.382193
RGS1 0.044835 0.021115 0.029191 0.366822
FBL 0.043542 0.020999 0.544004 0.363353
NUP210 0.040976 0.021532 0.000001 0.387992
ZNF790 0.040976 0.021532 0.000001 0.387992
UBA52 0.044793 0.022365 0.008270 0.360097
EVI2A 0.039079 0.018788 0.000001 0.399253
CDCA7 0.035868 0.026144 0.000001 0.397237
SMAD1 0.037502 0.022178 0.000001 0.394615
SLCO5A1 0.044595 0.022637 0.183975 0.364809
CCDC62 0.042386 0.022867 0.000001 0.357831
NMD3 0.044827 0.019853 0.383236 0.340761
TMEM189 0.044792 0.022501 0.328028 0.340670
DET1 0.045723 0.022504 0.364233 0.366576
MARCKS 0.044374 0.020074 0.152987 0.334524
ZNF69 0.036559 0.023339 0.000001 0.393869
ABCB6 0.044848 0.023158 0.233274 0.355827
TIRAP 0.042452 0.023738 0.000001 0.371107
DDX20 0.034774 0.023818 0.000001 0.428100
CCNYL1 0.030626 0.025667 0.000001 0.469828
DNAL1 0.029739 0.024891 0.000001 0.417145
IGLL1 0.031587 0.025991 0.000001 0.371613
DLX4 0.027920 0.019789 0.000001 0.348058
SCRIB 0.027920 0.019789 0.000001 0.348058
BZRAP1 0.027920 0.019789 0.000001 0.348058
MRPL47 0.027746 0.023764 0.000001 0.497189
MYH10 0.045671 0.024271 0.270800 0.368120
ZDHHC11 0.035342 0.022623 0.000001 0.410429
PRPF40B 0.044596 0.023181 0.190144 0.360698
SASH1 0.039837 0.025347 0.000001 0.407812
CCDC72 0.034582 0.021076 0.000001 0.452393
CALU 0.040287 0.021934 0.000001 0.394859
KCNMB3 0.036830 0.020157 0.000001 0.432105
AIDA 0.039436 0.021116 0.000001 0.399754
CELF2 0.045348 0.025259 0.187443 0.355532
TRAM1 0.045348 0.025259 0.187443 0.355532
COX19 0.044191 0.021103 0.006270 0.370849
C12orf76 0.035079 0.020912 0.000001 0.422662
PRICKLE1 0.044104 0.021731 0.518947 0.377217
HYI 0.031861 0.023110 0.000001 0.457436
DPY19L4 0.031861 0.023110 0.000001 0.457436
CTPS2 0.031861 0.023110 0.000001 0.457436
SNAPC3 0.041374 0.021785 0.000001 0.382641
C7orf61 0.044058 0.021911 0.196337 0.300048
RNF181 0.033266 0.021484 0.000001 0.412237
ZNF121 0.039447 0.019046 0.000001 0.395870
IL1RL1 0.036884 0.019192 0.000001 0.405396
FAM78B 0.040173 0.023891 0.450267 0.355551
DCAF17 0.043651 0.020855 0.109264 0.369797
SPRY2 0.028427 0.020617 0.000001 0.465029
BLVRB 0.043497 0.021774 0.239864 0.379580
CACNA2D4 0.042553 0.023012 0.553356 0.359541
CHUK 0.041211 0.019101 0.643240 0.353287
PFAS 0.043991 0.023710 0.011748 0.388128
SRP54 0.036628 0.022036 0.000001 0.411148
STK35 0.038035 0.025448 0.000001 0.383346
SUGT1 0.044475 0.022316 0.344770 0.366845
FBRSL1 0.043203 0.022698 0.114330 0.358093
HIVEP1 0.044346 0.022940 0.267749 0.359633
HIF1A 0.044467 0.021480 0.238950 0.354537
NOMO1 0.013407 0.011364 0.986592 0.354800
ALG10B 0.036787 0.021171 0.000001 0.415522
ZNF788 0.045754 0.022321 0.621300 0.346942
IAH1 0.042222 0.024092 0.193647 0.378141
TMEM179B 0.042222 0.024092 0.193647 0.378141
TBL1X 0.042222 0.024092 0.193647 0.378141
PRKAR2B 0.042765 0.021936 0.237954 0.365453
GLA 0.042765 0.021936 0.237954 0.365453
EIF2C2 0.042348 0.023182 0.475129 0.364854
COBRA1 0.041232 0.023501 0.000001 0.379412
ARL2BP 0.004890 0.012895 0.000001 0.359960
WBP11 0.039796 0.020807 0.000001 0.384572
MAPK13 0.037297 0.023809 0.000001 0.385424
MAP3K8 0.036724 0.024377 0.000001 0.385060
PLVAP 0.031167 0.018942 0.000001 0.366845
C20orf11 0.031167 0.018942 0.000001 0.366845
EID3 0.039875 0.019703 0.000001 0.374718
TRAF3IP1 0.037256 0.021908 0.000001 0.403990
C8orf42 0.039300 0.021262 0.000001 0.395302
ZNF259 0.030725 0.025894 0.000001 0.464454
ZNF551 0.043406 0.022961 0.115155 0.340954
CLTA 0.044423 0.020844 0.278736 0.336829
LDLR 0.032295 0.022371 0.000001 0.432093
AP2B1 0.037444 0.021342 0.000001 0.392208
HAS3 0.045562 0.023494 0.336073 0.347889
ZSWIM7 0.044063 0.021286 0.131559 0.358743
LNX2 0.038008 0.022999 0.000001 0.381404
PBXIP1 0.043766 0.020301 0.398631 0.362473
CXorf40B 0.043766 0.020301 0.398631 0.362473
KIF2A 0.037493 0.018395 0.000001 0.409669
PSMA6 0.031443 0.021424 0.000001 0.449922
EXOC1 0.043461 0.021781 0.012511 0.349252
RFX8 0.036414 0.021891 0.000001 0.393250
GFPT2 0.039359 0.022083 0.000001 0.375042
NDUFA4L2 0.041501 0.021366 0.000001 0.370171
PIP4K2C 0.036625 0.020253 0.000001 0.398785
ABCF3 0.039930 0.024587 0.000001 0.374183
TMEM134 0.043100 0.024238 0.314569 0.321821
TTC31 0.042411 0.021473 0.293060 0.365826
MDFIC 0.039291 0.020414 0.000001 0.352175
COQ4 0.033654 0.022133 0.000001 0.428949
AFAP1L2 0.033654 0.022133 0.000001 0.428949
ACTR2 0.045362 0.023206 0.542515 0.355604
CRYBB1 0.018351 0.021811 0.000001 0.361723
CD3G 0.037152 0.022796 0.000001 0.400609
FUZ 0.044631 0.025762 0.284570 0.376796
BEND5 0.043659 0.023794 0.224848 0.359822
ZNF518B 0.035756 0.022113 0.000001 0.382941
C1orf53 0.041367 0.021342 0.000001 0.356106
ZNF397 0.033485 0.020753 0.000001 0.431873
VPS4A 0.040484 0.021254 0.000001 0.375555
ZNF865 0.046142 0.025578 0.499791 0.371403
GFI1 0.032983 0.020640 0.000001 0.421345
GATA1 0.032983 0.020640 0.000001 0.421345
FHL1 0.032983 0.020640 0.000001 0.421345
ENPP1 0.031890 0.021980 0.000001 0.451715
COL17A1 0.044026 0.019741 0.174780 0.312641
CNPY2 0.037267 0.021573 0.000001 0.406972
CBY1 0.042876 0.020997 0.255080 0.319897
CHPF 0.043699 0.023344 0.092136 0.351299
ATPAF1 0.043259 0.021108 0.033109 0.350689
TMEM150A 0.042309 0.021479 0.540120 0.367540
NGLY1 0.043361 0.021555 0.057306 0.350373
GTF2IRD2 0.043122 0.023250 0.325511 0.365968
UBE2C 0.041835 0.019027 0.351087 0.384207
GZMH 0.042392 0.020879 0.223520 0.369152
RIF1 0.034040 0.021105 0.000001 0.409619
TAF9 0.035919 0.017888 0.000001 0.375404
DAP3 0.042342 0.021053 0.368763 0.354823
MMD 0.043108 0.020986 0.073023 0.360504
SPNS3 0.042661 0.025278 0.080838 0.367397
PCGF6 0.042730 0.021015 0.136402 0.348708
SFRP5 0.039179 0.020040 0.000001 0.353159
SCNN1A 0.029789 0.025261 0.000001 0.480055
UTP23 0.030147 0.022554 0.000001 0.478530
MCM4 0.042566 0.020734 0.096794 0.337181
LRRC57 0.043086 0.022276 0.082474 0.355906
CD1D 0.043086 0.022276 0.082474 0.355906
KIAA1797 0.028087 0.024601 0.000001 0.475822
ZFYVE21 0.042882 0.020125 0.080338 0.360870
ADCK4 0.038827 0.021489 0.000001 0.373155
GZMB 0.043990 0.022351 0.403571 0.363570
NLRP1 0.037960 0.027173 0.000001 0.380367
SMC2 0.037836 0.019139 0.000001 0.396887
CSNK2B 0.041120 0.021101 0.000001 0.390349
SLA 0.037776 0.023589 0.000001 0.396105
ZNF460 0.042437 0.024013 0.185883 0.348973
CCDC37 0.037225 0.018932 0.000001 0.385648
PCSK6 0.037886 0.025539 0.000001 0.408101
NDUFB5 0.042558 0.021598 0.212828 0.361615
KHDRBS2 0.038783 0.021024 0.000001 0.373524
GPR132 0.034267 0.022592 0.000001 0.432008
ITIH1 0.033578 0.021232 0.000001 0.409371
FAM124B 0.042105 0.021534 0.329538 0.358343
PNPLA1 0.042105 0.021534 0.329538 0.358343
AP2A1 0.036050 0.023611 0.000001 0.408027
MTX1 0.040787 0.020717 0.521446 0.363710
LRFN3 0.032309 0.021184 0.000001 0.430293
MEF2B 0.030336 0.021343 0.000001 0.466998
N4BP2L2 0.041131 0.021889 0.403198 0.370503
PIM1 0.041758 0.022325 0.252369 0.375557
PIK3C2B 0.041203 0.020938 0.586099 0.367951
SLC41A2 0.039518 0.021627 0.783412 0.363617
TSC22D4 0.043184 0.022089 0.389878 0.363377
KRTAP5-1 0.043253 0.020530 0.366645 0.355365
SLC5A2 0.036924 0.019857 0.000001 0.397201
NDUFB1 0.037211 0.022526 0.000001 0.366114
RBKS 0.043258 0.023556 0.368015 0.384698
MADCAM1 0.039464 0.022847 0.402900 0.381137
GTDC1 0.037230 0.021538 0.000001 0.378667
ADORA2A 0.042950 0.020619 0.181626 0.363359
JAM3 0.042445 0.025209 0.373322 0.340668
SNRPA 0.040991 0.020479 0.324229 0.375735
GPRASP2 0.040991 0.020479 0.324229 0.375735
WDR7 0.042474 0.021557 0.097653 0.360551
KPNA2 0.041762 0.020070 0.411060 0.371070
WWC2 0.036040 0.028160 0.000001 0.431261
UTP6 0.030573 0.020846 0.000001 0.478162
PROCR 0.040714 0.020825 0.000001 0.335312
ZNF829 0.037718 0.020218 0.000001 0.386027
PTGER3 0.037718 0.020218 0.000001 0.386027
API5 0.037718 0.020218 0.000001 0.386027
SUN1 0.041332 0.020252 0.370921 0.368346
TTC22 0.042149 0.022015 0.016198 0.289034
GPS2 0.043703 0.025808 0.695166 0.372694
TNFRSF13C 0.043180 0.022904 0.430916 0.352832
DHX8 0.043180 0.022904 0.430916 0.352832
C14orf93 0.043817 0.022236 0.794375 0.372988
ZNF165 0.041707 0.021825 0.047496 0.365529
MKL2 0.036701 0.020940 0.000001 0.390599
ZC3H4 0.039226 0.021615 0.000001 0.343894
ATP5G2 0.042613 0.018955 0.337937 0.381421
SEC23IP 0.041936 0.022303 0.096572 0.375715
FAM21A 0.041683 0.023436 0.078436 0.345291
TMX2 0.033824 0.018893 0.000001 0.406522
ARAP1 0.034705 0.020316 0.000001 0.410186
LMO7 0.040760 0.020986 0.000001 0.368525
CYFIP1 0.042678 0.021771 0.225827 0.371476
NUP205 0.035956 0.023757 0.000001 0.413059
ITGA6 0.039780 0.021566 0.440999 0.379779
FBXW2 0.041126 0.019056 0.318449 0.358550
SEC63 0.038795 0.021092 0.000001 0.387762
AFF4 0.041967 0.022197 0.272221 0.365622
MCM7 0.040829 0.020993 0.306223 0.346125
TAGAP 0.036556 0.021702 0.000001 0.398704
KIAA0368 0.037041 0.022082 0.000001 0.409474
ELL3 0.040770 0.021953 0.441302 0.353538
PXDNL 0.041773 0.020541 0.019016 0.324215
NTHL1 0.023507 0.026524 0.000001 0.493923
PRRT1 0.023507 0.026524 0.000001 0.493923
KLHDC8A 0.047193 0.025036 0.762010 0.369944
RPUSD1 0.030495 0.022789 0.000001 0.464828
MLLT1 0.038065 0.025101 0.000001 0.394600
ZCCHC14 0.041751 0.024153 0.019155 0.345870
C4orf48 0.043297 0.020942 0.442626 0.374644
TYRO3 0.043297 0.020942 0.442626 0.374644
KCNJ2 0.039390 0.021182 0.000001 0.364258
UPK2 0.041728 0.023256 0.027091 0.345932
RBL1 0.029084 0.021462 0.000001 0.498092
NCOR1 0.042189 0.019981 0.397573 0.363363
HNRPLL 0.032930 0.022119 0.000001 0.402348
KCTD14 0.041016 0.021337 0.486896 0.379753
RRM2B 0.034695 0.024466 0.000001 0.398524
REL 0.038856 0.021227 0.000001 0.369968
CACNG6 0.038526 0.026671 0.000001 0.371739
ENKUR 0.038190 0.020013 0.000001 0.343292
XYLT2 0.041532 0.020471 0.148308 0.341455
VPS39 0.035105 0.021764 0.000001 0.390562
OXSM 0.039133 0.019571 0.000001 0.378451
NAA16 0.035154 0.022866 0.000001 0.379600
WNT6 0.040477 0.019093 0.642069 0.384219
ZNF491 0.041184 0.021739 0.213817 0.356383
TARS 0.041158 0.021161 0.051193 0.383794
TMEM85 0.039969 0.022560 0.000001 0.339620
FAM63A 0.043223 0.021616 0.501010 0.353274
ZNF574 0.028269 0.020013 0.000001 0.471179
MYH9 0.032089 0.025826 0.000001 0.467222
PI4K2B 0.042101 0.023474 0.285179 0.361387
PRSS53 0.041312 0.019400 0.221797 0.352144
SNRK 0.044168 0.023301 0.772237 0.371971
MELK 0.038992 0.021483 0.743476 0.368921
TIGD1 0.038407 0.023834 0.368562 0.356775
PPP6C 0.037690 0.018111 0.000001 0.379062
ABI1 0.041111 0.020801 0.076549 0.367640
RASA1 0.033801 0.021657 0.000001 0.418954
GRAMD3 0.042010 0.022390 0.354078 0.363646
ZNF222 0.042924 0.022687 0.291034 0.358901
CDC42EP3 0.040811 0.021793 0.171259 0.350780
ABCB4 0.041205 0.019039 0.070210 0.349660
YWHAG 0.041539 0.017949 0.629889 0.350863
SNRNP70 0.034723 0.023656 0.000001 0.381835
AGGF1 0.041966 0.023628 0.800338 0.367119
HIST1H2BC 0.041677 0.021472 0.409717 0.371838
MRPL40 0.034415 0.021021 0.000001 0.432987
BEST4 0.041128 0.018862 0.167933 0.354576
RASL10B 0.042172 0.021473 0.275884 0.375652
FBP1 0.038668 0.019412 0.000001 0.356017
ARHGAP10 0.031384 0.024394 0.000001 0.449648
ATRN 0.038056 0.021600 0.000001 0.357411
SETD7 0.041418 0.023634 0.571454 0.368596
CDH26 0.040898 0.022479 0.341895 0.369484
PSD3 0.032150 0.023364 0.000001 0.369455
C16orf5 0.037577 0.021945 0.000001 0.380906
GTF2I 0.034547 0.020635 0.000001 0.410146
ASCC3 0.031256 0.016752 0.000001 0.368686
PLOD3 0.036307 0.022404 0.000001 0.388201
JAM2 0.030992 0.020077 0.000001 0.350526
ANKRD13C 0.027838 0.021410 0.000001 0.468705
ZNF287 0.038304 0.021400 0.000001 0.382849
EIF3K 0.037071 0.019748 0.000001 0.381879
ZNF324 0.042209 0.022220 0.297434 0.328872
WDR49 0.042209 0.022220 0.297434 0.328872
KIAA0247 0.029640 0.024407 0.000001 0.437405
SGSM2 0.038737 0.022288 0.000001 0.370344
HSPB1 0.036929 0.019815 0.000001 0.382110
PPP6R3 0.033268 0.020265 0.000001 0.415880
TIMM22 0.035970 0.025952 0.000001 0.349971
NSF 0.038272 0.019545 0.000001 0.349391
TAC3 0.038061 0.021760 0.000001 0.377211
ZNF434 0.030271 0.021791 0.000001 0.462031
TAF2 0.035996 0.020940 0.000001 0.372973
