gene h2 se p
NUP62 0.002531 0.368946 0.4977
PIK3CB 0.002594 0.374169 0.4977
SMOX 0.002473 0.386178 0.498
EDAR 0.002317 0.382033 0.4981
FAM160B2 0.001940 0.359402 0.4981
FYTTD1 0.001376 0.312113 0.4982
ZXDB 0.002320 0.387644 0.4982
PCYT1B 0.001796 0.363220 0.4983
SNORD58C 0.001463 0.333963 0.4983
PRCC 0.001398 0.357842 0.4986
AP1B1 0.001247 0.377676 0.499
CCNB1IP1 0.000762 0.320500 0.499
CHMP2B 0.000870 0.344742 0.4991
DKFZP434I0714 0.000816 0.350058 0.4992
LYL1 0.000884 0.387881 0.4993
STXBP4 0.000745 0.362487 0.4993
GOLGA5 0.000549 0.351319 0.4994
NOS3 0.000504 0.336766 0.4994
COX11 0.000625 0.374622 0.4995
RBM41 0.000527 0.389779 0.4996
FAM89A 0.000362 0.364614 0.4997
FAR2 0.000068 0.354255 0.4999
A2LD1 0.000001 0.363696 0.5
AACS 0.000001 0.378441 0.5
AAGAB 0.000001 0.378043 0.5
AAMP 0.000001 0.362976 0.5
AANAT 0.000001 0.366472 0.5
AARSD1 0.000001 0.357105 0.5
AASDHPPT 0.000001 0.379419 0.5
AATF 0.000001 0.367385 0.5
ABCA10 0.000001 0.335176 0.5
ABCA1 0.000001 0.348405 0.5
ABCA11P 0.000001 0.365902 0.5
ABCA17P 0.000001 0.335826 0.5
ABCA2 0.000001 0.385652 0.5
ABCA3 0.000001 0.361086 0.5
ABCA5 0.000001 0.362788 0.5
ABCA6 0.000001 0.360400 0.5
ABCB10 0.000001 0.368547 0.5
ABCB1 0.000001 0.343651 0.5
ABCB7 0.000001 0.362315 0.5
ABCB8 0.000001 0.362395 0.5
ABCB9 0.000001 0.355097 0.5
ABCC2 0.000001 0.372441 0.5
ABCC4 0.000001 0.355960 0.5
ABCD1 0.000001 0.378444 0.5
ABCD4 0.000001 0.358999 0.5
ABCF2 0.000001 0.354291 0.5
ABCF3 0.000001 0.365333 0.5
ABCG1 0.000001 0.328455 0.5
ABCG2 0.000001 0.314631 0.5
ABHD12B 0.000001 0.361152 0.5
ABHD13 0.000001 0.366681 0.5
ABHD14A 0.000001 0.374015 0.5
ABHD14B 0.000001 0.354774 0.5
ABHD16A 0.000001 0.367287 0.5
ABHD16B 0.000001 0.379534 0.5
ABHD2 0.000001 0.372007 0.5
ABHD3 0.000001 0.368315 0.5
ABHD4 0.000001 0.387154 0.5
ABHD5 0.000001 0.383236 0.5
ABI2 0.000001 0.358125 0.5
ABLIM1 0.000001 0.365587 0.5
ABLIM2 0.000001 0.368759 0.5
ABO 0.000001 0.381923 0.5
ABTB1 0.000001 0.373657 0.5
ABTB2 0.000001 0.360054 0.5
ACAA1 0.000001 0.355654 0.5
ACAA2 0.000001 0.374710 0.5
ACACA 0.000001 0.370959 0.5
ACAD11 0.000001 0.382280 0.5
ACAD8 0.000001 0.363437 0.5
ACAD9 0.000001 0.337547 0.5
ACADM 0.000001 0.369863 0.5
ACADS 0.000001 0.351826 0.5
ACADSB 0.000001 0.380588 0.5
ACAP1 0.000001 0.329719 0.5
ACAP2 0.000001 0.375935 0.5
ACBD6 0.000001 0.377548 0.5
ACCN3 0.000001 0.370669 0.5
ACD 0.000001 0.381757 0.5
ACE 0.000001 0.357129 0.5
ACER2 0.000001 0.391400 0.5
ACER3 0.000001 0.373559 0.5
ACHE 0.000001 0.361514 0.5
ACIN1 0.000001 0.336228 0.5
ACN9 0.000001 0.326297 0.5
ACO1 0.000001 0.356044 0.5
ACOT1 0.000001 0.373759 0.5
ACOT11 0.000001 0.341317 0.5
ACOT13 0.000001 0.361456 0.5
ACOT8 0.000001 0.391920 0.5
ACOT9 0.000001 0.347589 0.5
ACOX2 0.000001 0.379341 0.5
ACOX3 0.000001 0.368778 0.5
ACP6 0.000001 0.376471 0.5
ACPL2 0.000001 0.377365 0.5
ACRBP 0.000001 0.357895 0.5
ACRC 0.000001 0.366299 0.5
ACSBG1 0.000001 0.383709 0.5
ACSL1 0.000001 0.359276 0.5
ACSL3 0.000001 0.365869 0.5
ACSL4 0.000001 0.389373 0.5
ACSL6 0.000001 0.375037 0.5
ACSM1 0.000001 0.336090 0.5
ACSS1 0.000001 0.363301 0.5
ACSS2 0.000001 0.363111 0.5
ACTG1 0.000001 0.342802 0.5
ACTG2 0.000001 0.383729 0.5
ACTL6A 0.000001 0.373678 0.5
ACTN4 0.000001 0.364688 0.5
ACTR10 0.000001 0.351235 0.5
ACTR1B 0.000001 0.362731 0.5
ACTR6 0.000001 0.350032 0.5
ACVR1B 0.000001 0.370464 0.5
ACVR1C 0.000001 0.362174 0.5
ACY1 0.000001 0.305190 0.5
ACY3 0.000001 0.355471 0.5
ACYP1 0.000001 0.349562 0.5
ADA 0.000001 0.357258 0.5
ADAM10 0.000001 0.379763 0.5
ADAM11 0.000001 0.362712 0.5
ADAM22 0.000001 0.338392 0.5
ADAM23 0.000001 0.363049 0.5
ADAM8 0.000001 0.359811 0.5
ADAMTS2 0.000001 0.358575 0.5
ADAMTS4 0.000001 0.349094 0.5
ADAMTS5 0.000001 0.358588 0.5
ADAMTS6 0.000001 0.372295 0.5
ADAMTS7 0.000001 0.369999 0.5
ADAMTS8 0.000001 0.358571 0.5
ADAP1 0.000001 0.384872 0.5
ADARB1 0.000001 0.369133 0.5
ADAT2 0.000001 0.375958 0.5
ADC 0.000001 0.355155 0.5
ADCK4 0.000001 0.356990 0.5
ADCK5 0.000001 0.340061 0.5
ADCY3 0.000001 0.375889 0.5
ADCY6 0.000001 0.356734 0.5
ADCY7 0.000001 0.377350 0.5
ADCY9 0.000001 0.339765 0.5
ADD1 0.000001 0.368130 0.5
ADD2 0.000001 0.373273 0.5
ADD3 0.000001 0.376549 0.5
ADIPOR1 0.000001 0.375123 0.5
ADIPOR2 0.000001 0.375611 0.5
ADM2 0.000001 0.373874 0.5
ADNP 0.000001 0.351606 0.5
ADNP2 0.000001 0.385741 0.5
ADORA3 0.000001 0.344467 0.5
ADPGK 0.000001 0.333461 0.5
ADPRH 0.000001 0.350188 0.5
ADPRHL2 0.000001 0.362264 0.5
ADRA2A 0.000001 0.366730 0.5
ADRB1 0.000001 0.391913 0.5
ADRBK1 0.000001 0.346105 0.5
ADSL 0.000001 0.371241 0.5
ADSS 0.000001 0.373655 0.5
ADSSL1 0.000001 0.373338 0.5
AEN 0.000001 0.352894 0.5
AES 0.000001 0.386557 0.5
AFAP1-AS1 0.000001 0.347603 0.5
AFAP1L1 0.000001 0.355449 0.5
AFAP1L2 0.000001 0.391871 0.5
AFF1 0.000001 0.359631 0.5
AFF2 0.000001 0.376123 0.5
AFG3L2 0.000001 0.351343 0.5
AFMID 0.000001 0.361962 0.5
AFTPH 0.000001 0.367988 0.5
AGA 0.000001 0.356922 0.5
AGAP2 0.000001 0.382199 0.5
AGAP4 0.000001 0.382142 0.5
AGAP6 0.000001 0.375891 0.5
AGAP7 0.000001 0.367858 0.5
AGAP8 0.000001 0.351901 0.5
AGBL3 0.000001 0.366651 0.5
AGBL5 0.000001 0.360027 0.5
AGFG2 0.000001 0.381975 0.5
AGL 0.000001 0.370834 0.5
AGMAT 0.000001 0.375464 0.5
AGPAT1 0.000001 0.310052 0.5
AGPAT6 0.000001 0.377478 0.5
AGPAT9 0.000001 0.368900 0.5
AGPS 0.000001 0.370476 0.5
AGRN 0.000001 0.397552 0.5
AHCTF1 0.000001 0.359364 0.5
AHCY 0.000001 0.375323 0.5
AHCYL1 0.000001 0.369659 0.5
AHCYL2 0.000001 0.375733 0.5
AHNAK 0.000001 0.375221 0.5
AHR 0.000001 0.377887 0.5
AHRR 0.000001 0.356671 0.5
AHSP 0.000001 0.369215 0.5
AICDA 0.000001 0.386434 0.5
AIDA 0.000001 0.378583 0.5
AIF1 0.000001 0.324736 0.5
AIFM1 0.000001 0.370990 0.5
AIFM2 0.000001 0.386236 0.5
AIG1 0.000001 0.366207 0.5
AIM1L 0.000001 0.391387 0.5
AIM2 0.000001 0.386307 0.5
AIMP1 0.000001 0.369332 0.5
AIMP2 0.000001 0.317922 0.5
AIP 0.000001 0.364114 0.5
AJAP1 0.000001 0.388195 0.5
AK1 0.000001 0.347939 0.5
AK2 0.000001 0.361313 0.5
AK3 0.000001 0.387095 0.5
AKAP11 0.000001 0.371496 0.5
AKAP12 0.000001 0.379704 0.5
AKAP5 0.000001 0.378501 0.5
AKAP9 0.000001 0.376985 0.5
AKR1C3 0.000001 0.364341 0.5
AKR7L 0.000001 0.348897 0.5
AKT2 0.000001 0.368708 0.5
AKT3 0.000001 0.357113 0.5
ALAD 0.000001 0.371612 0.5
ALAS1 0.000001 0.376075 0.5
ALCAM 0.000001 0.357362 0.5
ALDH16A1 0.000001 0.383438 0.5
ALDH1A3 0.000001 0.384321 0.5
ALDH2 0.000001 0.355224 0.5
ALDH4A1 0.000001 0.362156 0.5
ALDH6A1 0.000001 0.384919 0.5
ALDH7A1 0.000001 0.358147 0.5
ALDH9A1 0.000001 0.370695 0.5
ALDOA 0.000001 0.341792 0.5
ALDOC 0.000001 0.360492 0.5
ALG10B 0.000001 0.377097 0.5
ALG11 0.000001 0.338469 0.5
ALG13 0.000001 0.376255 0.5
ALG5 0.000001 0.372011 0.5
ALG6 0.000001 0.353704 0.5
ALG9 0.000001 0.383149 0.5
ALKBH1 0.000001 0.370887 0.5
ALKBH5 0.000001 0.375896 0.5
ALKBH6 0.000001 0.365883 0.5
ALKBH8 0.000001 0.364612 0.5
ALOX12B 0.000001 0.342020 0.5
ALOX12P2 0.000001 0.385925 0.5
ALOX15 0.000001 0.355869 0.5
ALOX5 0.000001 0.365600 0.5
ALOX5AP 0.000001 0.374440 0.5
ALOXE3 0.000001 0.386677 0.5
ALPK1 0.000001 0.366231 0.5
ALPK3 0.000001 0.355173 0.5
ALPL 0.000001 0.363300 0.5
ALS2 0.000001 0.380529 0.5
ALS2CR12 0.000001 0.349740 0.5
ALS2CR4 0.000001 0.358861 0.5
ALS2CR8 0.000001 0.377758 0.5
ALX3 0.000001 0.366152 0.5
ambiguous 0.000001 0.367703 0.5
AMD1 0.000001 0.366599 0.5
AMDHD2 0.000001 0.375435 0.5
AMFR 0.000001 0.371287 0.5
AMICA1 0.000001 0.362543 0.5
AMIGO1 0.000001 0.368279 0.5
AMIGO2 0.000001 0.377502 0.5
AMMECR1 0.000001 0.358145 0.5
AMMECR1L 0.000001 0.368353 0.5
AMN 0.000001 0.335086 0.5
AMN1 0.000001 0.329486 0.5
AMOT 0.000001 0.338354 0.5
AMOTL1 0.000001 0.381079 0.5
AMPD2 0.000001 0.336172 0.5
AMPD3 0.000001 0.356737 0.5
AMY2B 0.000001 0.354741 0.5
AMZ1 0.000001 0.370739 0.5
ANAPC10 0.000001 0.367222 0.5
ANAPC11 0.000001 0.362603 0.5
ANAPC13 0.000001 0.371986 0.5
ANAPC16 0.000001 0.371648 0.5
ANGEL1 0.000001 0.369512 0.5
ANGPT1 0.000001 0.370400 0.5
ANGPT2 0.000001 0.376401 0.5
ANGPT4 0.000001 0.382937 0.5
ANGPTL1 0.000001 0.374303 0.5
ANGPTL4 0.000001 0.346426 0.5
ANGPTL6 0.000001 0.362987 0.5
ANK1 0.000001 0.375328 0.5
ANKAR 0.000001 0.372663 0.5
ANKIB1 0.000001 0.378369 0.5
ANKLE1 0.000001 0.380827 0.5
ANKLE2 0.000001 0.358498 0.5
ANKMY2 0.000001 0.376737 0.5
ANKRD10 0.000001 0.358521 0.5
ANKRD13C 0.000001 0.376591 0.5
ANKRD13D 0.000001 0.366209 0.5
ANKRD16 0.000001 0.389874 0.5
ANKRD2 0.000001 0.358058 0.5
ANKRD22 0.000001 0.357273 0.5
ANKRD23 0.000001 0.324074 0.5
ANKRD24 0.000001 0.356286 0.5
ANKRD30BL 0.000001 0.356535 0.5
ANKRD33B 0.000001 0.351980 0.5
ANKRD34A 0.000001 0.367234 0.5
ANKRD36BP1 0.000001 0.340330 0.5
ANKRD39 0.000001 0.358075 0.5
ANKRD40 0.000001 0.337099 0.5
ANKRD44 0.000001 0.372122 0.5
ANKRD49 0.000001 0.376645 0.5
ANKRD50 0.000001 0.366537 0.5
ANKRD53 0.000001 0.325347 0.5
ANKRD54 0.000001 0.377946 0.5
ANKRD57 0.000001 0.374000 0.5
ANKRD58 0.000001 0.372056 0.5
ANKRD6 0.000001 0.360069 0.5
ANKRD9 0.000001 0.376643 0.5
ANKS6 0.000001 0.351845 0.5
ANO10 0.000001 0.380140 0.5
ANO2 0.000001 0.405549 0.5
ANO8 0.000001 0.359647 0.5
ANO9 0.000001 0.351972 0.5
ANP32A 0.000001 0.357789 0.5
ANP32B 0.000001 0.364969 0.5
ANP32C 0.000001 0.349930 0.5
ANP32D 0.000001 0.359098 0.5
ANP32E 0.000001 0.351387 0.5
ANTXR2 0.000001 0.357613 0.5
ANUBL1 0.000001 0.357912 0.5
ANXA1 0.000001 0.372062 0.5
ANXA2P1 0.000001 0.369038 0.5
ANXA2P2 0.000001 0.374533 0.5
ANXA2P3 0.000001 0.345943 0.5
ANXA3 0.000001 0.377070 0.5
ANXA4 0.000001 0.391068 0.5
ANXA7 0.000001 0.364413 0.5
AOC3 0.000001 0.367351 0.5
AP1G1 0.000001 0.368216 0.5
AP1G2 0.000001 0.355074 0.5
AP1S1 0.000001 0.352904 0.5
AP1S2 0.000001 0.355195 0.5
AP2A1 0.000001 0.377269 0.5
AP2B1 0.000001 0.365561 0.5
AP2M1 0.000001 0.360620 0.5
AP3B1 0.000001 0.390532 0.5
AP3D1 0.000001 0.396761 0.5
AP3M1 0.000001 0.384679 0.5
AP4B1 0.000001 0.352604 0.5
AP4E1 0.000001 0.358455 0.5
AP4S1 0.000001 0.371303 0.5
APBA1 0.000001 0.366503 0.5
APBB1 0.000001 0.348221 0.5
APBB3 0.000001 0.381946 0.5
APCDD1 0.000001 0.367079 0.5
APEX1 0.000001 0.352611 0.5
APEX2 0.000001 0.350195 0.5
APH1A 0.000001 0.384728 0.5
API5 0.000001 0.356388 0.5
APITD1 0.000001 0.368499 0.5
APLF 0.000001 0.379585 0.5
APOA1 0.000001 0.377518 0.5
APOB48R 0.000001 0.321585 0.5
APOBEC2 0.000001 0.363777 0.5
APOBEC3B 0.000001 0.323005 0.5
APOBEC3C 0.000001 0.382121 0.5
APOBEC3F 0.000001 0.385894 0.5
APOE 0.000001 0.372379 0.5
APOL1 0.000001 0.371944 0.5
APOL2 0.000001 0.375947 0.5
APOL4 0.000001 0.364221 0.5
APOL6 0.000001 0.362854 0.5
APOO 0.000001 0.383646 0.5
APOOL 0.000001 0.372509 0.5
APPBP2 0.000001 0.388266 0.5
APPL1 0.000001 0.386409 0.5
APTX 0.000001 0.359224 0.5
AQP1 0.000001 0.381759 0.5
AQP11 0.000001 0.333838 0.5
AQP3 0.000001 0.333163 0.5
AQR 0.000001 0.371160 0.5
ARAF 0.000001 0.350707 0.5
ARAP1 0.000001 0.362383 0.5
ARAP2 0.000001 0.349765 0.5
ARAP3 0.000001 0.372044 0.5
ARCN1 0.000001 0.349199 0.5
ARF4 0.000001 0.366575 0.5
ARF5 0.000001 0.390405 0.5
ARF6 0.000001 0.362472 0.5
ARFGAP1 0.000001 0.348657 0.5
ARFGAP2 0.000001 0.357447 0.5
ARFGAP3 0.000001 0.384289 0.5
ARFGEF1 0.000001 0.360143 0.5
ARFRP1 0.000001 0.367714 0.5
ARG2 0.000001 0.328828 0.5
ARGLU1 0.000001 0.363900 0.5
ARHGAP10 0.000001 0.371598 0.5
ARHGAP1 0.000001 0.370579 0.5
ARHGAP11A 0.000001 0.381939 0.5
ARHGAP12 0.000001 0.363299 0.5
ARHGAP21 0.000001 0.383922 0.5
ARHGAP22 0.000001 0.357768 0.5
ARHGAP25 0.000001 0.386476 0.5
ARHGAP27 0.000001 0.369996 0.5
ARHGAP29 0.000001 0.364129 0.5
ARHGAP30 0.000001 0.334433 0.5
ARHGAP32 0.000001 0.370458 0.5
ARHGAP39 0.000001 0.349212 0.5
ARHGAP4 0.000001 0.351041 0.5
ARHGAP44 0.000001 0.369955 0.5
ARHGAP9 0.000001 0.366635 0.5
ARHGDIB 0.000001 0.370337 0.5
ARHGEF1 0.000001 0.370638 0.5
ARHGEF10L 0.000001 0.352587 0.5
ARHGEF11 0.000001 0.389858 0.5
ARHGEF12 0.000001 0.384989 0.5
ARHGEF37 0.000001 0.371019 0.5
ARHGEF40 0.000001 0.367860 0.5
ARHGEF4 0.000001 0.374354 0.5
ARHGEF5 0.000001 0.374875 0.5
ARHGEF6 0.000001 0.365245 0.5
ARHGEF7 0.000001 0.374960 0.5
ARHGEF9 0.000001 0.349621 0.5
ARID2 0.000001 0.363170 0.5
ARID3A 0.000001 0.365993 0.5
ARID3B 0.000001 0.382179 0.5
ARID4A 0.000001 0.384466 0.5
ARID4B 0.000001 0.392010 0.5
ARIH2 0.000001 0.328863 0.5
ARL10 0.000001 0.370479 0.5
ARL1 0.000001 0.360337 0.5
ARL13A 0.000001 0.346912 0.5
ARL13B 0.000001 0.392702 0.5
ARL15 0.000001 0.352956 0.5
ARL2BP 0.000001 0.361571 0.5
ARL4A 0.000001 0.345030 0.5
ARL5A 0.000001 0.369763 0.5
ARL5B 0.000001 0.362589 0.5
ARL6 0.000001 0.363971 0.5
ARL6IP6 0.000001 0.349045 0.5
ARL8A 0.000001 0.377314 0.5
ARMC6 0.000001 0.348982 0.5
ARMC7 0.000001 0.360152 0.5
ARMC8 0.000001 0.379232 0.5
ARMC9 0.000001 0.376784 0.5
ARMCX1 0.000001 0.387012 0.5
ARMCX2 0.000001 0.376621 0.5
ARMCX3 0.000001 0.369792 0.5
ARMCX4 0.000001 0.377356 0.5
ARMCX5 0.000001 0.383677 0.5
ARMCX6 0.000001 0.351917 0.5
ARPC1A 0.000001 0.379642 0.5
ARPC2 0.000001 0.379235 0.5
ARPC3 0.000001 0.384210 0.5
ARPC5L 0.000001 0.364937 0.5
ARPM1 0.000001 0.374551 0.5
ARRB2 0.000001 0.359411 0.5
ARRDC1 0.000001 0.369266 0.5
ARSG 0.000001 0.348550 0.5
ARSK 0.000001 0.359795 0.5
ARV1 0.000001 0.356415 0.5
ASAM 0.000001 0.367095 0.5
ASAP2 0.000001 0.367011 0.5
ASAP3 0.000001 0.359825 0.5
ASB12 0.000001 0.370611 0.5
ASB13 0.000001 0.371277 0.5
ASB14 0.000001 0.369693 0.5
ASB2 0.000001 0.360116 0.5
ASB3 0.000001 0.372644 0.5
ASB6 0.000001 0.355045 0.5
ASB7 0.000001 0.369336 0.5
ASB9 0.000001 0.382738 0.5
ASB9P1 0.000001 0.353174 0.5
ASCC1 0.000001 0.381268 0.5
ASCC2 0.000001 0.354137 0.5
ASCC3 0.000001 0.375639 0.5
ASGR1 0.000001 0.372701 0.5
ASGR2 0.000001 0.388982 0.5
ASH1L 0.000001 0.347702 0.5
ASH2L 0.000001 0.370235 0.5
ASNA1 0.000001 0.369260 0.5
ASPDH 0.000001 0.385047 0.5
ASPHD2 0.000001 0.377873 0.5
ASPM 0.000001 0.360610 0.5
ASPSCR1 0.000001 0.353755 0.5
ASRGL1 0.000001 0.378277 0.5
ASTL 0.000001 0.351754 0.5
ASTN2 0.000001 0.367573 0.5
ATAD3B 0.000001 0.339504 0.5
ATAD3C 0.000001 0.349793 0.5
ATAD5 0.000001 0.353719 0.5
ATAT1 0.000001 0.370423 0.5
ATE1 0.000001 0.359678 0.5
ATF3 0.000001 0.345841 0.5
ATF5 0.000001 0.319948 0.5
ATF6B 0.000001 0.291747 0.5
ATF7 0.000001 0.362182 0.5
ATG12 0.000001 0.369685 0.5
ATG14 0.000001 0.375311 0.5
ATG16L1 0.000001 0.354553 0.5
ATG16L2 0.000001 0.367788 0.5
ATG2B 0.000001 0.373723 0.5
ATG3 0.000001 0.360003 0.5
ATG4A 0.000001 0.372186 0.5
ATG4C 0.000001 0.348262 0.5
ATG5 0.000001 0.341096 0.5
ATG7 0.000001 0.369262 0.5
ATG9A 0.000001 0.365664 0.5
ATHL1 0.000001 0.365386 0.5
ATIC 0.000001 0.378637 0.5
ATL2 0.000001 0.367630 0.5
ATM 0.000001 0.363609 0.5
ATMIN 0.000001 0.368277 0.5
ATN1 0.000001 0.340786 0.5
ATP11A 0.000001 0.371847 0.5
ATP11B 0.000001 0.387088 0.5
ATP13A2 0.000001 0.362750 0.5
ATP13A3 0.000001 0.321612 0.5
ATP13A4 0.000001 0.386945 0.5
ATP1B3 0.000001 0.311457 0.5
ATP2A3 0.000001 0.385970 0.5
ATP2B2 0.000001 0.354996 0.5
ATP2C2 0.000001 0.378813 0.5
ATP5A1 0.000001 0.384798 0.5
ATP5B 0.000001 0.344818 0.5
ATP5C1 0.000001 0.362230 0.5
ATP5E 0.000001 0.362415 0.5
ATP5EP2 0.000001 0.365805 0.5
ATP5F1 0.000001 0.377446 0.5
ATP5I 0.000001 0.356893 0.5
ATP5J 0.000001 0.340951 0.5
ATP5L 0.000001 0.355033 0.5
ATP5L2 0.000001 0.339226 0.5
ATP5O 0.000001 0.382464 0.5
ATP5SL 0.000001 0.370957 0.5
ATP6AP1 0.000001 0.372716 0.5
ATP6AP2 0.000001 0.370286 0.5
ATP6V0B 0.000001 0.377768 0.5
ATP6V0E1 0.000001 0.393497 0.5
ATP6V1E1 0.000001 0.377567 0.5
ATP6V1F 0.000001 0.373728 0.5
ATP6V1G1 0.000001 0.375187 0.5
ATP6V1H 0.000001 0.342452 0.5
ATP7A 0.000001 0.371818 0.5
ATP7B 0.000001 0.369130 0.5
ATP8A1 0.000001 0.378314 0.5
ATP8B2 0.000001 0.361435 0.5
ATP8B4 0.000001 0.388866 0.5
ATP8B5P 0.000001 0.349651 0.5
ATPAF1 0.000001 0.354896 0.5
ATPBD4 0.000001 0.377407 0.5
ATPIF1 0.000001 0.351604 0.5
ATR 0.000001 0.373047 0.5
ATRIP 0.000001 0.380574 0.5
ATRN 0.000001 0.345141 0.5
ATXN10 0.000001 0.368895 0.5
ATXN2 0.000001 0.361439 0.5
ATXN2L 0.000001 0.379678 0.5
ATXN7 0.000001 0.350265 0.5
ATXN7L3 0.000001 0.376957 0.5
AUP1 0.000001 0.356641 0.5
AURKA 0.000001 0.347692 0.5
AURKAIP1 0.000001 0.366336 0.5
AURKAPS1 0.000001 0.373696 0.5
AURKC 0.000001 0.382175 0.5
AVEN 0.000001 0.363544 0.5
AVIL 0.000001 0.356277 0.5
AVL9 0.000001 0.367265 0.5
AVPI1 0.000001 0.371226 0.5
AVPR1A 0.000001 0.375498 0.5
AXIN2 0.000001 0.346604 0.5
AZI1 0.000001 0.365725 0.5
AZI2 0.000001 0.388260 0.5
AZIN1 0.000001 0.371640 0.5
B2M 0.000001 0.375561 0.5
B3GALT2 0.000001 0.382694 0.5
B3GAT1 0.000001 0.382001 0.5
B3GAT3 0.000001 0.383839 0.5
B3GNT1 0.000001 0.376388 0.5
B3GNT2 0.000001 0.369735 0.5
B3GNT3 0.000001 0.387079 0.5
B3GNT4 0.000001 0.359656 0.5
B3GNT5 0.000001 0.356887 0.5
B3GNT9 0.000001 0.356970 0.5
B4GALNT4 0.000001 0.369780 0.5
B4GALT5 0.000001 0.350815 0.5
B4GALT6 0.000001 0.378181 0.5
BACE1 0.000001 0.366407 0.5
BACE2 0.000001 0.361042 0.5
BAG2 0.000001 0.373379 0.5
BAG3 0.000001 0.335463 0.5
BAG4 0.000001 0.385561 0.5
BAHCC1 0.000001 0.353130 0.5
BAI2 0.000001 0.354437 0.5
BAIAP2L2 0.000001 0.357275 0.5
BAIAP3 0.000001 0.363495 0.5
BAMBI 0.000001 0.399871 0.5
BANK1 0.000001 0.340117 0.5
BANP 0.000001 0.381726 0.5
BASP1 0.000001 0.367947 0.5
BASP1P1 0.000001 0.371154 0.5
BATF 0.000001 0.381959 0.5
BAX 0.000001 0.357060 0.5
BAZ1B 0.000001 0.363564 0.5
BAZ2A 0.000001 0.370867 0.5
BBIP1 0.000001 0.384455 0.5
BBS1 0.000001 0.362330 0.5
BBS12 0.000001 0.374172 0.5
BBS7 0.000001 0.369632 0.5
BBS9 0.000001 0.354042 0.5
BBX 0.000001 0.377255 0.5
BCAM 0.000001 0.348906 0.5
BCAP29 0.000001 0.362525 0.5
BCAP31 0.000001 0.347922 0.5
BCAR3 0.000001 0.377017 0.5
BCAS2 0.000001 0.352569 0.5
BCKDK 0.000001 0.368140 0.5
BCL11B 0.000001 0.362435 0.5
BCL2A1 0.000001 0.358993 0.5
BCL2L11 0.000001 0.352046 0.5
BCL2L15 0.000001 0.351199 0.5
BCL2L2 0.000001 0.379728 0.5
BCL3 0.000001 0.349544 0.5
BCL6 0.000001 0.368580 0.5
BCL9 0.000001 0.361252 0.5
BCOR 0.000001 0.345492 0.5
BCORL1 0.000001 0.356421 0.5
BCRP3 0.000001 0.385377 0.5
BDH1 0.000001 0.372764 0.5
BDNF-AS1 0.000001 0.378752 0.5
BEND4 0.000001 0.383528 0.5
BET1 0.000001 0.384719 0.5
BET1L 0.000001 0.375702 0.5
BET3L 0.000001 0.350096 0.5
BEX2 0.000001 0.342287 0.5
BEX4 0.000001 0.382340 0.5
BFAR 0.000001 0.348036 0.5
BHLHA15 0.000001 0.379850 0.5
BHLHB9 0.000001 0.352250 0.5
BICD1 0.000001 0.358477 0.5
BID 0.000001 0.355936 0.5
BIN2 0.000001 0.366600 0.5
BIRC3 0.000001 0.344998 0.5
BIRC5 0.000001 0.356353 0.5
BIVM 0.000001 0.371957 0.5
BLM 0.000001 0.365112 0.5
BLNK 0.000001 0.353716 0.5
BLOC1S1 0.000001 0.380777 0.5
BLOC1S3 0.000001 0.390846 0.5
BMF 0.000001 0.374171 0.5
BMI1 0.000001 0.356861 0.5
BMP1 0.000001 0.385453 0.5
BMP2 0.000001 0.365155 0.5
BMP2K 0.000001 0.391789 0.5
BMP6 0.000001 0.378486 0.5
BMS1 0.000001 0.366253 0.5
BMS1P4 0.000001 0.381127 0.5
BMX 0.000001 0.351340 0.5
BNC2 0.000001 0.361415 0.5
BNIP1 0.000001 0.371214 0.5
BNIP2 0.000001 0.374194 0.5
BOD1 0.000001 0.370610 0.5
BOD1P 0.000001 0.378926 0.5
BOK 0.000001 0.372730 0.5
BOLA1 0.000001 0.343943 0.5
BOLA3 0.000001 0.360363 0.5
BRAF 0.000001 0.362129 0.5
BRAP 0.000001 0.374449 0.5
BRCA2 0.000001 0.350820 0.5
BRCC3 0.000001 0.359049 0.5
BRD1 0.000001 0.386701 0.5
BRD2 0.000001 0.333133 0.5
BRD8 0.000001 0.322393 0.5
BRF2 0.000001 0.363219 0.5
BRI3BP 0.000001 0.377723 0.5
BRIX1 0.000001 0.374697 0.5
BRMS1 0.000001 0.356925 0.5
BRMS1L 0.000001 0.396618 0.5
BROX 0.000001 0.345746 0.5
BRP44L 0.000001 0.382569 0.5
BRPF1 0.000001 0.371528 0.5
BRPF3 0.000001 0.364154 0.5
BRSK1 0.000001 0.348681 0.5
BRSK2 0.000001 0.400459 0.5
BRWD3 0.000001 0.378620 0.5
BSCL2 0.000001 0.376882 0.5
BTAF1 0.000001 0.356081 0.5
BTBD10 0.000001 0.371270 0.5
BTBD1 0.000001 0.344455 0.5
BTBD18 0.000001 0.357291 0.5
BTBD2 0.000001 0.371071 0.5
BTBD6 0.000001 0.339863 0.5
BTBD7 0.000001 0.378165 0.5
BTBD9 0.000001 0.353675 0.5
BTD 0.000001 0.367457 0.5
BTF3 0.000001 0.370050 0.5
BTF3L4 0.000001 0.373406 0.5
BTG1 0.000001 0.363741 0.5
BTNL3 0.000001 0.350631 0.5
BTNL8 0.000001 0.352709 0.5
BTNL9 0.000001 0.336164 0.5
BTRC 0.000001 0.347678 0.5
BUB3 0.000001 0.375354 0.5
